url,slug,category,h1,image,image_alt,seoTitle,seoDescription,primaryKeyword,faqJson,canonicalSuggestion,isLikelyDuplicate,codexAction
https://luneva-psy.ru/blog/self-harm-chto-vazhno-znat,self-harm-chto-vazhno-znat,Кризисы и самопомощь,Self-harm: что важно знать,/blog/self-harm-chto-vazhno-znat.jpg,Self-harm: что важно знать — статья психолога Александры Луневой,Self-harm: что важно знать | Психолог Александра Лунева,"Что такое self-harm, какие чувства и обстоятельства могут к нему приводить и почему человеку нужна бережная профессиональная помощь.",self-harm что это,"[{""question"":""Что такое self-harm?"",""answer"":""Self-harm — это намеренное причинение себе вреда как способ справиться с сильной эмоциональной болью. Это не диагноз и не всегда означает суицидальное намерение, но требует серьёзного внимания и поддержки.""},{""question"":""Можно ли справиться с самоповреждением самостоятельно?"",""answer"":""Иногда человек может временно снизить импульс, но устойчивое прекращение самоповреждения обычно требует поддержки специалиста и безопасного плана действий.""},{""question"":""Когда нужна срочная помощь?"",""answer"":""Срочная помощь нужна при глубокой травме, сильном кровотечении, потере сознания, угрозе жизни или намерении покончить с собой. В такой ситуации следует немедленно обратиться в экстренную службу.""}]",https://luneva-psy.ru/blog/self-harm-chto-vazhno-znat,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-konstruktivno-kritikovat-podrostka,kak-konstruktivno-kritikovat-podrostka,Подростки и семья,Как конструктивно критиковать подростка,/blog/kak-konstruktivno-kritikovat-podrostka.jpg,Как конструктивно критиковать подростка — статья психолога Александры Луневой,Как конструктивно критиковать подростка | Психолог Александра Лунева,"Как давать подростку обратную связь без унижения и сравнений, сохранять доверие и обсуждать поведение спокойно и ясно.",как критиковать подростка,"[{""question"":""Когда подростку может понадобиться психолог?"",""answer"":""Стоит обратиться за консультацией, если изменения настроения, тревога, агрессия, изоляция или трудности с учёбой и отношениями сохраняются и мешают повседневной жизни.""},{""question"":""Как говорить с подростком о сложных темах?"",""answer"":""Важно выбирать спокойный момент, говорить без обвинений, задавать открытые вопросы и внимательно слушать, не обесценивая чувства подростка.""},{""question"":""Можно ли заставить подростка пойти к психологу?"",""answer"":""Давление часто усиливает сопротивление. Лучше объяснить цель консультации, дать возможность задать вопросы и по возможности участвовать в выборе специалиста.""}]",https://luneva-psy.ru/blog/kak-konstruktivno-kritikovat-podrostka,False,fill_seo_fields_only
https://luneva-psy.ru/blog/perepady-nastroeniya-u-podrostka-normalno-li-eto,perepady-nastroeniya-u-podrostka-normalno-li-eto,Подростки и семья,Перепады настроения у подростка: норма или повод для тревоги,/blog/perepady-nastroeniya-u-podrostka-normalno-li-eto.jpg,Перепады настроения у подростка: норма или повод для тревоги — статья психолога Александры Луневой,Перепады настроения у подростка: норма или повод для тревоги | Luneva Psy,"Почему у подростков меняется настроение, как родителям реагировать спокойно и в каких случаях стоит обратиться к психологу.",перепады настроения у подростка,"[{""question"":""Когда подростку может понадобиться психолог?"",""answer"":""Стоит обратиться за консультацией, если изменения настроения, тревога, агрессия, изоляция или трудности с учёбой и отношениями сохраняются и мешают повседневной жизни.""},{""question"":""Как говорить с подростком о сложных темах?"",""answer"":""Важно выбирать спокойный момент, говорить без обвинений, задавать открытые вопросы и внимательно слушать, не обесценивая чувства подростка.""},{""question"":""Можно ли заставить подростка пойти к психологу?"",""answer"":""Давление часто усиливает сопротивление. Лучше объяснить цель консультации, дать возможность задать вопросы и по возможности участвовать в выборе специалиста.""}]",https://luneva-psy.ru/blog/perepady-nastroeniya-u-podrostka-normalno-li-eto,False,fill_seo_fields_only
https://luneva-psy.ru/blog/psihoterapiya-ozhidanie-realnost,psihoterapiya-ozhidanie-realnost,Психотерапия,Психотерапия: ожидания и реальность,/blog/psihoterapiya-ozhidanie-realnost.jpg,Психотерапия: ожидания и реальность — статья психолога Александры Луневой,Психотерапия: ожидания и реальность | Психолог Александра Лунева,"Чего ожидать от психотерапии, почему изменения требуют времени и чем разговор с психологом отличается от разговора с другом.",как проходит психотерапия,"[{""question"":""Как проходит первая консультация с психологом?"",""answer"":""На первой встрече специалист знакомится с вашим запросом, уточняет ожидания и обсуждает формат дальнейшей работы. Необязательно сразу рассказывать всё.""},{""question"":""Сколько встреч может понадобиться?"",""answer"":""Продолжительность терапии зависит от запроса, целей и индивидуальной ситуации. Это обсуждается со специалистом в процессе работы.""},{""question"":""Можно ли волноваться перед первой встречей?"",""answer"":""Да. Волнение, сомнения и страх перед первой консультацией естественны. О них можно прямо сказать психологу.""}]",https://luneva-psy.ru/blog/psihoterapiya-ozhidanie-realnost,False,fill_seo_fields_only
https://luneva-psy.ru/blog/mechtaem-kak-uolt-disne,mechtaem-kak-uolt-disne,Психология,Метод Уолта Диснея: как превратить мечту в план,/blog/mechtaem-kak-uolt-disne.jpg,Метод Уолта Диснея: как превратить мечту в план — статья психолога Александры Луневой,Метод Уолта Диснея: как превратить мечту в план | Luneva Psy,"Практическая техника Мечтатель, Реалист и Критик, которая помогает превратить идею в последовательный план действий.",техника Уолта Диснея,"[{""question"":""О чём статья «Метод Уолта Диснея: как превратить мечту в план»?"",""answer"":""Материал объясняет тему «техника Уолта Диснея» простым и бережным языком и помогает понять, когда может быть полезна консультация психолога.""},{""question"":""Заменяет ли статья консультацию психолога?"",""answer"":""Нет. Статья носит информационный характер и не заменяет индивидуальную диагностику, медицинскую или психологическую помощь.""},{""question"":""Когда стоит обратиться за помощью?"",""answer"":""Если переживания сохраняются, усиливаются или заметно мешают повседневной жизни, лучше обсудить ситуацию с квалифицированным специалистом.""}]",https://luneva-psy.ru/blog/mechtaem-kak-uolt-disne,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-geshtalt-terapiya-pomogaet-zhit-zdes-i-seychas,kak-geshtalt-terapiya-pomogaet-zhit-zdes-i-seychas,Психотерапия,Как гештальт-терапия помогает жить здесь и сейчас,/blog/kak-geshtalt-terapiya-pomogaet-zhit-zdes-i-seychas.jpg,Как гештальт-терапия помогает жить здесь и сейчас — статья психолога Александры Луневой,Как гештальт-терапия помогает жить здесь и сейчас | Luneva Psy,"Как гештальт-терапия помогает замечать чувства и телесные реакции, завершать незакрытые ситуации и лучше понимать свои потребности.",гештальт терапия,"[{""question"":""Как проходит первая консультация с психологом?"",""answer"":""На первой встрече специалист знакомится с вашим запросом, уточняет ожидания и обсуждает формат дальнейшей работы. Необязательно сразу рассказывать всё.""},{""question"":""Сколько встреч может понадобиться?"",""answer"":""Продолжительность терапии зависит от запроса, целей и индивидуальной ситуации. Это обсуждается со специалистом в процессе работы.""},{""question"":""Можно ли волноваться перед первой встречей?"",""answer"":""Да. Волнение, сомнения и страх перед первой консультацией естественны. О них можно прямо сказать психологу.""}]",https://luneva-psy.ru/blog/kak-geshtalt-terapiya-pomogaet-zhit-zdes-i-seychas,False,fill_seo_fields_only
https://luneva-psy.ru/blog/vystraivaem-lichnye-granicy,vystraivaem-lichnye-granicy,Психология,Как выстроить личные границы,/blog/vystraivaem-lichnye-granicy.jpg,Как выстроить личные границы — статья психолога Александры Луневой,Как выстроить личные границы | Психолог Александра Лунева,Почему личные границы формируются с детства и какие шаги помогают яснее обозначать свои потребности и защищать личное пространство.,как выстроить личные границы,"[{""question"":""О чём статья «Как выстроить личные границы»?"",""answer"":""Материал объясняет тему «как выстроить личные границы» простым и бережным языком и помогает понять, когда может быть полезна консультация психолога.""},{""question"":""Заменяет ли статья консультацию психолога?"",""answer"":""Нет. Статья носит информационный характер и не заменяет индивидуальную диагностику, медицинскую или психологическую помощь.""},{""question"":""Когда стоит обратиться за помощью?"",""answer"":""Если переживания сохраняются, усиливаются или заметно мешают повседневной жизни, лучше обсудить ситуацию с квалифицированным специалистом.""}]",https://luneva-psy.ru/blog/vystraivaem-lichnye-granicy,False,fill_seo_fields_only
https://luneva-psy.ru/blog/uprazhnenie-osvobozhdenie-ot-negativa,uprazhnenie-osvobozhdenie-ot-negativa,Психология,Упражнение «Освобождение от негатива»,/blog/uprazhnenie-osvobozhdenie-ot-negativa.jpg,Упражнение «Освобождение от негатива» — статья психолога Александры Луневой,Упражнение «Освобождение от негатива» | Психолог Александра Лунева,Практика визуализации для работы с обидой и тяжёлыми переживаниями. Выполняйте бережно и прекращайте при усилении дискомфорта.,упражнение от обиды,"[{""question"":""О чём статья «Упражнение «Освобождение от негатива»»?"",""answer"":""Материал объясняет тему «упражнение от обиды» простым и бережным языком и помогает понять, когда может быть полезна консультация психолога.""},{""question"":""Заменяет ли статья консультацию психолога?"",""answer"":""Нет. Статья носит информационный характер и не заменяет индивидуальную диагностику, медицинскую или психологическую помощь.""},{""question"":""Когда стоит обратиться за помощью?"",""answer"":""Если переживания сохраняются, усиливаются или заметно мешают повседневной жизни, лучше обсудить ситуацию с квалифицированным специалистом.""}]",https://luneva-psy.ru/blog/uprazhnenie-osvobozhdenie-ot-negativa,False,fill_seo_fields_only
https://luneva-psy.ru/blog/5-strahov-obrascheniya-k-psihologu,5-strahov-obrascheniya-k-psihologu,Психотерапия,5 страхов обращения к психологу,/blog/5-strahov-obrascheniya-k-psihologu.jpg,5 страхов обращения к психологу — статья психолога Александры Луневой,5 страхов обращения к психологу | Психолог Александра Лунева,"Почему люди откладывают обращение к психологу и как понять, что ваши трудности заслуживают внимания и поддержки.",страх идти к психологу,"[{""question"":""Как проходит первая консультация с психологом?"",""answer"":""На первой встрече специалист знакомится с вашим запросом, уточняет ожидания и обсуждает формат дальнейшей работы. Необязательно сразу рассказывать всё.""},{""question"":""Сколько встреч может понадобиться?"",""answer"":""Продолжительность терапии зависит от запроса, целей и индивидуальной ситуации. Это обсуждается со специалистом в процессе работы.""},{""question"":""Можно ли волноваться перед первой встречей?"",""answer"":""Да. Волнение, сомнения и страх перед первой консультацией естественны. О них можно прямо сказать психологу.""}]",https://luneva-psy.ru/blog/5-strahov-obrascheniya-k-psihologu,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-celey,kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-celey,Психология,Как ограничивающие убеждения мешают достигать целей,/blog/kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-celey.jpg,Как ограничивающие убеждения мешают достигать целей — статья психолога Александры Луневой,Как ограничивающие убеждения мешают достигать целей | Luneva Psy,"Как убеждения влияют на мотивацию, энергию и действия и почему глубокие установки трудно изменить без поддержки.",ограничивающие убеждения,"[{""question"":""О чём статья «Как ограничивающие убеждения мешают достигать целей»?"",""answer"":""Материал объясняет тему «ограничивающие убеждения» простым и бережным языком и помогает понять, когда может быть полезна консультация психолога.""},{""question"":""Заменяет ли статья консультацию психолога?"",""answer"":""Нет. Статья носит информационный характер и не заменяет индивидуальную диагностику, медицинскую или психологическую помощь.""},{""question"":""Когда стоит обратиться за помощью?"",""answer"":""Если переживания сохраняются, усиливаются или заметно мешают повседневной жизни, лучше обсудить ситуацию с квалифицированным специалистом.""}]",https://luneva-psy.ru/blog/kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-celey,False,fill_seo_fields_only
https://luneva-psy.ru/blog/chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu,chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu,Кризисы и самопомощь,Что делать в кризисной ситуации,/blog/chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu.jpg,Что делать в кризисной ситуации — статья психолога Александры Луневой,Что делать в кризисной ситуации | Психолог Александра Лунева,"Шесть бережных шагов самопомощи после стрессового события и признаки того, что важно обратиться за профессиональной поддержкой.",помощь в кризисной ситуации,"[{""question"":""Что помогает в первые минуты кризиса?"",""answer"":""Помогают медленное дыхание, заземление, вода, безопасное место и контакт с человеком, которому вы доверяете.""},{""question"":""Когда обращаться к специалисту?"",""answer"":""Если состояние не улучшается, мешает спать, работать и заботиться о себе или возникают мысли о причинении вреда себе, важно обратиться за профессиональной помощью.""},{""question"":""Что делать при угрозе жизни?"",""answer"":""При непосредственной угрозе жизни нужно немедленно обратиться в экстренную службу или ближайшее медицинское учреждение.""}]",https://luneva-psy.ru/blog/chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-ne-vyrastit-abyuzera,kak-ne-vyrastit-abyuzera,Подростки и семья,Как не вырастить абьюзера,/blog/kak-ne-vyrastit-abyuzera.jpg,Как не вырастить абьюзера — статья психолога Александры Луневой,Как не вырастить абьюзера | Психолог Александра Лунева,"Как учить ребёнка эмпатии, уважению к границам и мирному решению конфликтов без гендерных стереотипов и насилия.",как воспитать эмпатичного ребенка,"[{""question"":""Когда подростку может понадобиться психолог?"",""answer"":""Стоит обратиться за консультацией, если изменения настроения, тревога, агрессия, изоляция или трудности с учёбой и отношениями сохраняются и мешают повседневной жизни.""},{""question"":""Как говорить с подростком о сложных темах?"",""answer"":""Важно выбирать спокойный момент, говорить без обвинений, задавать открытые вопросы и внимательно слушать, не обесценивая чувства подростка.""},{""question"":""Можно ли заставить подростка пойти к психологу?"",""answer"":""Давление часто усиливает сопротивление. Лучше объяснить цель консультации, дать возможность задать вопросы и по возможности участвовать в выборе специалиста.""}]",https://luneva-psy.ru/blog/kak-ne-vyrastit-abyuzera,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-perezhit-karantin-i-covid-19,kak-perezhit-karantin-i-covid-19,Психология,Как пережить карантин и последствия COVID-19,/blog/kak-perezhit-karantin-i-covid-19.jpg,Как пережить карантин и последствия COVID-19 — статья психолога Александры Луневой,Как пережить карантин и последствия COVID-19 | Luneva Psy,"Как поддержать себя и семью в период изоляции и после пандемии: режим, информационная гигиена, доброжелательное общение и забота о детях.",как справиться с тревогой после COVID-19,"[{""question"":""О чём статья «Как пережить карантин и последствия COVID-19»?"",""answer"":""Материал объясняет тему «как справиться с тревогой после COVID-19» простым и бережным языком и помогает понять, когда может быть полезна консультация психолога.""},{""question"":""Заменяет ли статья консультацию психолога?"",""answer"":""Нет. Статья носит информационный характер и не заменяет индивидуальную диагностику, медицинскую или психологическую помощь.""},{""question"":""Когда стоит обратиться за помощью?"",""answer"":""Если переживания сохраняются, усиливаются или заметно мешают повседневной жизни, лучше обсудить ситуацию с квалифицированным специалистом.""}]",https://luneva-psy.ru/blog/kak-perezhit-karantin-i-covid-19,False,fill_seo_fields_only
https://luneva-psy.ru/blog/detoks-diety-i-mify-o-detoksikacii,detoks-diety-i-mify-o-detoksikacii,РПП и питание,Детокс-диеты и мифы о детоксикации,/blog/detoks-diety-i-mify-o-detoksikacii.jpg,Детокс-диеты и мифы о детоксикации — статья психолога Александры Луневой,Детокс-диеты и мифы о детоксикации | Психолог Александра Лунева,"Почему соки и чаи не выводят токсины, как работает естественная детоксикация организма и чем опасны ограничительные диеты.",детокс диеты мифы,"[{""question"":""Что относится к расстройствам пищевого поведения?"",""answer"":""К РПП относят состояния, при которых мысли о еде, весе и теле, ограничения, переедание или компенсаторное поведение заметно ухудшают здоровье и качество жизни.""},{""question"":""Можно ли самостоятельно поставить себе диагноз РПП?"",""answer"":""Нет. Самонаблюдение и тесты могут подсказать, что стоит обратиться за помощью, но диагноз устанавливает врач или квалифицированный специалист.""},{""question"":""К кому обращаться при подозрении на РПП?"",""answer"":""Оптимально обратиться к врачу и специалисту по психическому здоровью, который имеет опыт работы с расстройствами пищевого поведения.""}]",https://luneva-psy.ru/blog/detoks-diety-i-mify-o-detoksikacii,False,fill_seo_fields_only
